139467456.06325868	13506464.3234511
131346533.7876571	13476127.939092303
123742895.29862213	13458083.410080208
116617780.31720404	13456405.931341562
109950393.29297583	13483334.028640088
103660181.68940811	13524237.965196418
97668983.59798498	13584250.733083455
90058161.26189975	13087624.656466866
168531914.71235248	11824944.108509658
151040049.3670735	10872338.525617225
139839770.370109	9914958.068154048
126459447.71094765	8927543.951039664
128574222.73495506	8063153.871115913
93179718.48432522	7361485.338420386
91438028.25479484	6721858.929064861
81161696.75805612	6108502.984149689
80967006.72327726	5291510.478254916
74293047.0438807	4858160.281607937
57308693.004950866	4303663.978762093
60162865.30883734	3794990.8334063217
56999174.52772024	3346982.7579846843
39934410.85901129	2999114.075285881
43204554.51729468	2552318.455194184
35351073.90378113	2213654.76793813
37535223.32226044	1866840.7954871384
28535107.534332924	1591973.1697093388
28431910.84152538	1278441.7935302032
26916241.00011056	1028502.548953691
22417978.351233978	769415.7143532037
16539754.918403447	604813.9672271742
16651631.36404735	437196.5597368318
11307760.508856975	296545.4340244061
12499988.939407911	174031.45370626156
7977630.3622318	57700.68012261276
9237133.314444812	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
