168728018.4302687	16298702.850958776
159932968.48700315	16347613.2605767
151490799.93675438	16399690.196209671
143399600.69316483	16461287.648528624
135656469.6048178	16544821.422621487
128187000.11952898	16632670.457051117
120981752.89217591	16737610.471094662
111729300.10757172	16153482.216122584
207527894.10250852	14627139.821563167
186376578.5798767	13470359.41347586
172633710.07879928	12301736.933806615
156352707.3262532	11094124.180765737
158621881.47233206	10039604.132557966
115739656.52317938	9178680.012780473
113762649.39852491	8387300.166903508
101036067.26729925	7633320.755623379
100478854.63643476	6630047.331925985
92481626.07743576	6097280.97726347
71656533.66841482	5413803.670122135
75119220.95701386	4784906.612019136
71423286.88860744	4231860.691540855
50320835.322184786	3801034.5870675123
54385241.38362256	3245602.139116415
44663176.73046063	2824022.7287991587
47478977.744702235	2389372.9778894684
36330605.3137442	2043804.179224342
36292925.57614585	1646779.6626617475
34437863.863792755	1328966.6926441942
28806482.966473658	998315.6437291163
21288250.813271426	787518.8644025073
21533276.96571542	571325.9800065013
14684610.37953533	388973.7167768259
16292899.006558383	229137.23860974223
10441985.530057983	76218.52632871222
12141473.01775659	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
