2943441.187982772	487367.71947080246
2830289.2943413057	498718.2131739572
2723243.7252457617	510007.50525452464
2615550.5060240743	520806.7937810488
2526772.767051045	534842.5561625473
2434810.3647556985	547645.0065667502
2242433.570931742	514883.54718014307
7505491.314706012	473584.0955825503
5259454.36875591	475743.2666346192
1868347.8607198605	483192.7283830036
1788806.621633192	490258.9851045171
1652514.5896535316	471079.2813999419
7983748.208116442	429839.0484436779
4098782.4404021036	402415.27160783595
1261880.0954956634	392899.4203411315
3016077.776328953	391760.61105933605
4042438.650493282	324159.4811060771
8751229.370676061	279702.5327797838
665525.7511579851	222695.89463632222
10366106.528754495	178693.71739962406
1302422.2466527303	162919.05784756824
1761717.5331779646	135255.26681482658
3488031.3747956445	122778.84177772263
1647257.0411465524	102738.1815928873
1569233.3772229184	83367.76620914985
2268924.549000416	52917.653231702825
3752580.137581779	34380.6395853462
819156.3965118061	25272.407162222455
1117785.4160404343	18025.19662901704
400424.8174888338	11384.761521065882
861259.5858128328	7406.964176760706
221074.14660204135	5432.630655074688
71556.40570481383	4434.22305458675
178023.03254079254	2289.0210209363295
128185.91092147147	1282.2161995760405
169687.0619653046	472.6588266066992
-2584.1986048479516	338.61342296136377
25074.005941443866	131.39499702684626
11922.437544358065	27.50259914271407
9417.58856800557	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
