16867057.097090192	811210.497077375
14915984.678620623	759696.3321597168
13188218.018086528	712672.5734230158
11576109.547532152	660918.2304939349
10668466.930752037	575417.7467813345
15535686.547785904	464219.6326231925
12341742.774598112	395312.40918673284
9423647.48936103	339863.4752282251
7798863.5983898705	284617.52257180604
6860614.310099541	249492.9269737742
6587475.093704372	203450.35797483128
3463738.121176623	165564.70847897383
4164923.337625987	143505.36720278213
3308274.6501143817	127927.52055709227
1858083.367317567	112150.65325862868
2300489.059877488	96124.56615967723
1693165.9848417887	88068.56046947406
1198446.747348029	78323.07079437061
1791016.572500679	57020.48051631123
1967429.8961407794	45523.08173207278
1048204.8336348407	35507.81615580115
637245.837800832	29714.982507247798
865802.7748446371	21394.977336763248
943171.2381590939	12797.792376171701
456817.7038516257	10087.454783590965
226421.97699569535	7243.800631701451
212195.27152099815	4600.07277486235
338767.70331405447	2004.2755395683585
155264.28439314646	820.9271236761023
40155.99422239219	648.7105555123686
72028.01977051843	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
