905839719.5900302	13936963.202469004
685376998.856057	11150153.235284757
518138198.3763538	8920928.7958015
391382824.4204056	7140118.688867712
295478155.3016864	5722914.2119353935
222823750.61480376	4588226.6198125975
167753144.53747293	3681006.1362275453
123622778.19682042	2835868.9925685627
107053626.42339757	2044650.4523977393
77026347.47131613	1499752.126246146
55570840.19382669	1090480.9982358937
39561959.2648152	783247.8783196977
29402567.085438725	563433.0392867457
19406514.943548784	409996.4404996336
14270917.176899282	298190.3507431937
10070139.465563286	215811.33660792685
7266510.6351031605	148946.16277997155
5273108.037996847	108919.02571098339
3452171.213869739	76885.36503916892
2574742.8763266336	53992.38299343662
1835272.0271172102	37908.72444296112
1161963.6299228168	27075.94832625909
858369.5820232395	18354.564724191412
576138.0488857359	12687.837529908738
425018.71392581915	8525.753286641719
269287.9124160032	5794.955332457547
190050.31408548975	3711.5430581898563
132806.98607767897	2379.7473097297207
83018.36490273692	1417.7762142652361
50320.39278869235	888.9703002429046
35288.71149551736	512.1915164045708
18960.185355626694	277.5449540749403
14277.519558508395	129.955798746558
6566.099215548182	35.245833941029275
5536.54687381298	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
